transaction_id,date,product_name,category,unit_price,quantity,total_revenue,store,stock_level,day_of_week,month,is_weekend,product_trend
TXN002536,2024-07-30,USB-C Hub Pro,Electronics,67.28,2,134.56,Suburban Plaza,195,Tuesday,2024-07,False,growing
TXN002537,2024-07-30,Noise Canceling Headphones,Electronics,248.58,1,248.58,Airport Express,336,Tuesday,2024-07,False,hot
TXN002538,2024-07-30,Noise Canceling Headphones,Electronics,252.27,1,252.27,Downtown Flagship,335,Tuesday,2024-07,False,hot
TXN002539,2024-07-30,Noise Canceling Headphones,Electronics,259.68,3,779.05,Mall Central,332,Tuesday,2024-07,False,hot
TXN002540,2024-07-30,Tablet Stand Adjustable,Electronics,29.19,1,29.19,Outlet Store,211,Tuesday,2024-07,False,declining
TXN002541,2024-07-30,Tablet Stand Adjustable,Electronics,28.95,3,86.86,Outlet Store,208,Tuesday,2024-07,False,declining
TXN002542,2024-07-30,LED Desk Lamp Smart,Electronics,73.49,1,73.49,Downtown Flagship,253,Tuesday,2024-07,False,growing
TXN002543,2024-07-30,Premium Cotton T-Shirt,Clothing,33.28,1,33.28,Suburban Plaza,376,Tuesday,2024-07,False,stable
TXN002544,2024-07-30,Premium Cotton T-Shirt,Clothing,35.1,1,35.1,Mall Central,375,Tuesday,2024-07,False,stable
TXN002545,2024-07-30,Premium Cotton T-Shirt,Clothing,29.29,1,29.29,Outlet Store,374,Tuesday,2024-07,False,stable
TXN002546,2024-07-30,Slim Fit Jeans,Clothing,74.78,1,74.78,Airport Express,396,Tuesday,2024-07,False,stable
TXN002547,2024-07-30,Slim Fit Jeans,Clothing,77.94,1,77.94,Mall Central,395,Tuesday,2024-07,False,stable
TXN002548,2024-07-30,Winter Jacket Insulated,Clothing,198.25,1,198.25,Mall Central,255,Tuesday,2024-07,False,seasonal
TXN002549,2024-07-30,Winter Jacket Insulated,Clothing,182.19,1,182.19,Suburban Plaza,254,Tuesday,2024-07,False,seasonal
TXN002550,2024-07-30,Winter Jacket Insulated,Clothing,196.25,1,196.25,Airport Express,253,Tuesday,2024-07,False,seasonal
TXN002551,2024-07-30,Running Sneakers Pro,Clothing,126.23,1,126.23,Suburban Plaza,404,Tuesday,2024-07,False,growing
TXN002552,2024-07-30,Casual Hoodie,Clothing,61.96,1,61.96,Mall Central,400,Tuesday,2024-07,False,stable
TXN002553,2024-07-30,Casual Hoodie,Clothing,67.99,3,203.96,Suburban Plaza,397,Tuesday,2024-07,False,stable
TXN002554,2024-07-30,Formal Dress Shirt,Clothing,42.53,1,42.53,Outlet Store,242,Tuesday,2024-07,False,declining
TXN002555,2024-07-30,Athletic Shorts,Clothing,41.0,1,41.0,Suburban Plaza,220,Tuesday,2024-07,False,stable
TXN002556,2024-07-30,Canvas Sneakers,Clothing,56.33,2,112.66,Mall Central,229,Tuesday,2024-07,False,stable
TXN002557,2024-07-30,Air Fryer Digital 5L,Home & Kitchen,85.55,2,171.1,Outlet Store,373,Tuesday,2024-07,False,hot
TXN002558,2024-07-30,Air Fryer Digital 5L,Home & Kitchen,121.19,1,121.19,Mall Central,372,Tuesday,2024-07,False,hot
TXN002559,2024-07-30,Coffee Maker Programmable,Home & Kitchen,89.86,1,89.86,Airport Express,409,Tuesday,2024-07,False,stable
TXN002560,2024-07-30,Knife Set Professional,Home & Kitchen,142.78,1,142.78,Mall Central,248,Tuesday,2024-07,False,stable
TXN002561,2024-07-30,Knife Set Professional,Home & Kitchen,152.42,2,304.83,Mall Central,246,Tuesday,2024-07,False,stable
TXN002562,2024-07-30,Non-Stick Pan Set,Home & Kitchen,77.13,1,77.13,Mall Central,237,Tuesday,2024-07,False,stable
TXN002563,2024-07-30,Non-Stick Pan Set,Home & Kitchen,78.44,2,156.88,Suburban Plaza,235,Tuesday,2024-07,False,stable
TXN002564,2024-07-30,Non-Stick Pan Set,Home & Kitchen,75.86,2,151.73,Mall Central,233,Tuesday,2024-07,False,stable
TXN002565,2024-07-30,Non-Stick Pan Set,Home & Kitchen,76.54,2,153.08,Airport Express,231,Tuesday,2024-07,False,stable
TXN002566,2024-07-30,Non-Stick Pan Set,Home & Kitchen,76.22,2,152.45,Airport Express,229,Tuesday,2024-07,False,stable
TXN002567,2024-07-30,Blender High-Speed,Home & Kitchen,95.95,1,95.95,Mall Central,245,Tuesday,2024-07,False,stable
TXN002568,2024-07-30,Blender High-Speed,Home & Kitchen,96.03,1,96.03,Downtown Flagship,244,Tuesday,2024-07,False,stable
TXN002569,2024-07-30,Instant Pot Multi-Use,Home & Kitchen,129.32,1,129.32,Airport Express,406,Tuesday,2024-07,False,growing
TXN002570,2024-07-30,Instant Pot Multi-Use,Home & Kitchen,125.41,5,627.05,Suburban Plaza,401,Tuesday,2024-07,False,growing
TXN002571,2024-07-30,Instant Pot Multi-Use,Home & Kitchen,128.06,1,128.06,Mall Central,400,Tuesday,2024-07,False,growing
TXN002572,2024-07-30,Toaster 4-Slice,Home & Kitchen,54.25,1,54.25,Downtown Flagship,242,Tuesday,2024-07,False,declining
TXN002573,2024-07-30,Food Storage Set,Home & Kitchen,46.78,1,46.78,Suburban Plaza,256,Tuesday,2024-07,False,stable
TXN002574,2024-07-30,Food Storage Set,Home & Kitchen,45.72,1,45.72,Downtown Flagship,255,Tuesday,2024-07,False,stable
TXN002575,2024-07-30,Electric Kettle,Home & Kitchen,40.43,1,40.43,Mall Central,238,Tuesday,2024-07,False,stable
TXN002576,2024-07-30,Kitchen Scale Digital,Home & Kitchen,24.59,1,24.59,Downtown Flagship,215,Tuesday,2024-07,False,stable
TXN002577,2024-07-30,Vitamin C Serum,Beauty,46.22,2,92.43,Suburban Plaza,371,Tuesday,2024-07,False,hot
TXN002578,2024-07-30,Vitamin C Serum,Beauty,46.4,1,46.4,Downtown Flagship,370,Tuesday,2024-07,False,hot
TXN002579,2024-07-30,Vitamin C Serum,Beauty,45.47,1,45.47,Airport Express,369,Tuesday,2024-07,False,hot
TXN002580,2024-07-30,Moisturizer Daily SPF,Beauty,38.32,1,38.32,Downtown Flagship,381,Tuesday,2024-07,False,growing
TXN002581,2024-07-30,Perfume Signature 50ml,Beauty,85.87,2,171.73,Downtown Flagship,225,Tuesday,2024-07,False,stable
TXN002582,2024-07-30,Perfume Signature 50ml,Beauty,88.26,4,353.06,Downtown Flagship,221,Tuesday,2024-07,False,stable
TXN002583,2024-07-30,Perfume Signature 50ml,Beauty,84.54,1,84.54,Airport Express,220,Tuesday,2024-07,False,stable
TXN002584,2024-07-30,Perfume Signature 50ml,Beauty,86.01,3,258.03,Downtown Flagship,217,Tuesday,2024-07,False,stable
TXN002585,2024-07-30,Makeup Brush Set,Beauty,55.18,2,110.37,Mall Central,238,Tuesday,2024-07,False,stable
TXN002586,2024-07-30,Makeup Brush Set,Beauty,54.55,1,54.55,Downtown Flagship,237,Tuesday,2024-07,False,stable
TXN002587,2024-07-30,Makeup Brush Set,Beauty,56.43,3,169.28,Airport Express,234,Tuesday,2024-07,False,stable
TXN002588,2024-07-30,Face Mask Hydrating,Beauty,27.57,1,27.57,Airport Express,376,Tuesday,2024-07,False,hot
TXN002589,2024-07-30,Face Mask Hydrating,Beauty,26.93,2,53.86,Mall Central,374,Tuesday,2024-07,False,hot
TXN002590,2024-07-30,Face Mask Hydrating,Beauty,28.07,1,28.07,Mall Central,373,Tuesday,2024-07,False,hot
TXN002591,2024-07-30,Curling Iron Ceramic,Beauty,73.31,1,73.31,Airport Express,225,Tuesday,2024-07,False,stable
TXN002592,2024-07-30,Curling Iron Ceramic,Beauty,63.25,1,63.25,Outlet Store,224,Tuesday,2024-07,False,stable
TXN002593,2024-07-30,Curling Iron Ceramic,Beauty,72.68,4,290.71,Downtown Flagship,220,Tuesday,2024-07,False,stable
TXN002594,2024-07-30,Nail Polish Set,Beauty,32.04,1,32.04,Suburban Plaza,216,Tuesday,2024-07,False,stable
TXN002595,2024-07-30,Electric Shaver,Beauty,89.56,1,89.56,Mall Central,234,Tuesday,2024-07,False,stable
TXN002596,2024-07-30,Lip Balm Collection,Beauty,17.11,1,17.11,Suburban Plaza,218,Tuesday,2024-07,False,stable
TXN002597,2024-07-30,Yoga Mat Premium,Sports,46.93,1,46.93,Suburban Plaza,420,Tuesday,2024-07,False,growing
TXN002598,2024-07-30,Fitness Tracker Band,Sports,77.09,2,154.19,Mall Central,414,Tuesday,2024-07,False,growing
TXN002599,2024-07-30,Fitness Tracker Band,Sports,77.17,1,77.17,Airport Express,413,Tuesday,2024-07,False,growing
TXN002600,2024-07-30,Fitness Tracker Band,Sports,79.27,1,79.27,Downtown Flagship,412,Tuesday,2024-07,False,growing
TXN002601,2024-07-30,Resistance Bands Set,Sports,29.24,2,58.48,Mall Central,396,Tuesday,2024-07,False,hot
TXN002602,2024-07-30,Jump Rope Speed,Sports,18.86,1,18.86,Airport Express,264,Tuesday,2024-07,False,stable
TXN002603,2024-07-30,Jump Rope Speed,Sports,12.91,1,12.91,Outlet Store,263,Tuesday,2024-07,False,stable
TXN002604,2024-07-30,Protein Shaker Bottle,Sports,12.63,1,12.63,Outlet Store,238,Tuesday,2024-07,False,stable
TXN002605,2024-07-30,Protein Shaker Bottle,Sports,10.8,1,10.8,Outlet Store,237,Tuesday,2024-07,False,stable
TXN002606,2024-07-31,Wireless Earbuds Pro,Electronics,150.88,5,754.38,Downtown Flagship,294,Wednesday,2024-07,False,hot
TXN002607,2024-07-31,Wireless Earbuds Pro,Electronics,152.43,1,152.43,Downtown Flagship,293,Wednesday,2024-07,False,hot
TXN002608,2024-07-31,Wireless Earbuds Pro,Electronics,141.78,1,141.78,Downtown Flagship,292,Wednesday,2024-07,False,hot
TXN002609,2024-07-31,4K Webcam,Electronics,89.74,3,269.22,Airport Express,203,Wednesday,2024-07,False,stable
TXN002610,2024-07-31,4K Webcam,Electronics,92.97,2,185.93,Suburban Plaza,201,Wednesday,2024-07,False,stable
TXN002611,2024-07-31,Portable Charger 20K,Electronics,43.68,2,87.36,Suburban Plaza,359,Wednesday,2024-07,False,stable
TXN002612,2024-07-31,Bluetooth Speaker Mini,Electronics,80.03,1,80.03,Downtown Flagship,251,Wednesday,2024-07,False,stable
TXN002613,2024-07-31,Bluetooth Speaker Mini,Electronics,78.57,1,78.57,Airport Express,250,Wednesday,2024-07,False,stable
TXN002614,2024-07-31,USB-C Hub Pro,Electronics,62.71,1,62.71,Airport Express,194,Wednesday,2024-07,False,growing
TXN002615,2024-07-31,USB-C Hub Pro,Electronics,64.74,1,64.74,Mall Central,193,Wednesday,2024-07,False,growing
TXN002616,2024-07-31,USB-C Hub Pro,Electronics,65.45,1,65.45,Airport Express,192,Wednesday,2024-07,False,growing
TXN002617,2024-07-31,USB-C Hub Pro,Electronics,48.25,1,48.25,Outlet Store,191,Wednesday,2024-07,False,growing
TXN002618,2024-07-31,Noise Canceling Headphones,Electronics,256.91,3,770.72,Downtown Flagship,329,Wednesday,2024-07,False,hot
TXN002619,2024-07-31,Noise Canceling Headphones,Electronics,240.12,1,240.12,Suburban Plaza,328,Wednesday,2024-07,False,hot
TXN002620,2024-07-31,Noise Canceling Headphones,Electronics,252.61,1,252.61,Mall Central,327,Wednesday,2024-07,False,hot
TXN002621,2024-07-31,Noise Canceling Headphones,Electronics,239.97,2,479.94,Mall Central,325,Wednesday,2024-07,False,hot
TXN002622,2024-07-31,Noise Canceling Headphones,Electronics,239.03,1,239.03,Airport Express,324,Wednesday,2024-07,False,hot
TXN002623,2024-07-31,Tablet Stand Adjustable,Electronics,33.3,1,33.3,Mall Central,207,Wednesday,2024-07,False,declining
TXN002624,2024-07-31,Wireless Mouse Ergonomic,Electronics,44.85,1,44.85,Outlet Store,207,Wednesday,2024-07,False,stable
TXN002625,2024-07-31,Wireless Mouse Ergonomic,Electronics,55.55,3,166.64,Downtown Flagship,204,Wednesday,2024-07,False,stable
TXN002626,2024-07-31,LED Desk Lamp Smart,Electronics,77.19,1,77.19,Airport Express,252,Wednesday,2024-07,False,growing
TXN002627,2024-07-31,LED Desk Lamp Smart,Electronics,77.65,2,155.29,Mall Central,250,Wednesday,2024-07,False,growing
TXN002628,2024-07-31,Premium Cotton T-Shirt,Clothing,36.1,3,108.31,Airport Express,371,Wednesday,2024-07,False,stable
TXN002629,2024-07-31,Premium Cotton T-Shirt,Clothing,34.1,1,34.1,Mall Central,370,Wednesday,2024-07,False,stable
TXN002630,2024-07-31,Premium Cotton T-Shirt,Clothing,35.15,1,35.15,Suburban Plaza,369,Wednesday,2024-07,False,stable
TXN002631,2024-07-31,Slim Fit Jeans,Clothing,72.02,1,72.02,Downtown Flagship,394,Wednesday,2024-07,False,stable
TXN002632,2024-07-31,Slim Fit Jeans,Clothing,71.26,1,71.26,Airport Express,393,Wednesday,2024-07,False,stable
TXN002633,2024-07-31,Winter Jacket Insulated,Clothing,186.83,1,186.83,Downtown Flagship,252,Wednesday,2024-07,False,seasonal
TXN002634,2024-07-31,Running Sneakers Pro,Clothing,134.44,1,134.44,Mall Central,403,Wednesday,2024-07,False,growing
TXN002635,2024-07-31,Running Sneakers Pro,Clothing,131.77,2,263.54,Suburban Plaza,401,Wednesday,2024-07,False,growing
TXN002636,2024-07-31,Casual Hoodie,Clothing,63.21,5,316.05,Mall Central,392,Wednesday,2024-07,False,stable
TXN002637,2024-07-31,Formal Dress Shirt,Clothing,39.13,1,39.13,Outlet Store,241,Wednesday,2024-07,False,declining
TXN002638,2024-07-31,Formal Dress Shirt,Clothing,57.34,1,57.34,Mall Central,240,Wednesday,2024-07,False,declining
TXN002639,2024-07-31,Wool Sweater Classic,Clothing,94.32,1,94.32,Downtown Flagship,236,Wednesday,2024-07,False,seasonal
TXN002640,2024-07-31,Canvas Sneakers,Clothing,57.16,1,57.16,Downtown Flagship,228,Wednesday,2024-07,False,stable
TXN002641,2024-07-31,Canvas Sneakers,Clothing,53.83,2,107.66,Suburban Plaza,226,Wednesday,2024-07,False,stable
TXN002642,2024-07-31,Air Fryer Digital 5L,Home & Kitchen,116.21,1,116.21,Suburban Plaza,371,Wednesday,2024-07,False,hot
TXN002643,2024-07-31,Air Fryer Digital 5L,Home & Kitchen,97.38,2,194.76,Outlet Store,369,Wednesday,2024-07,False,hot
TXN002644,2024-07-31,Coffee Maker Programmable,Home & Kitchen,64.26,2,128.51,Outlet Store,407,Wednesday,2024-07,False,stable
TXN002645,2024-07-31,Coffee Maker Programmable,Home & Kitchen,91.64,1,91.64,Downtown Flagship,406,Wednesday,2024-07,False,stable
TXN002646,2024-07-31,Coffee Maker Programmable,Home & Kitchen,63.81,2,127.62,Outlet Store,404,Wednesday,2024-07,False,stable
TXN002647,2024-07-31,Coffee Maker Programmable,Home & Kitchen,85.84,2,171.68,Mall Central,402,Wednesday,2024-07,False,stable
TXN002648,2024-07-31,Non-Stick Pan Set,Home & Kitchen,78.95,1,78.95,Airport Express,228,Wednesday,2024-07,False,stable
TXN002649,2024-07-31,Blender High-Speed,Home & Kitchen,78.75,2,157.51,Outlet Store,242,Wednesday,2024-07,False,stable
TXN002650,2024-07-31,Blender High-Speed,Home & Kitchen,103.17,3,309.52,Downtown Flagship,239,Wednesday,2024-07,False,stable
TXN002651,2024-07-31,Blender High-Speed,Home & Kitchen,99.38,1,99.38,Mall Central,238,Wednesday,2024-07,False,stable
TXN002652,2024-07-31,Blender High-Speed,Home & Kitchen,96.33,1,96.33,Suburban Plaza,237,Wednesday,2024-07,False,stable
TXN002653,2024-07-31,Instant Pot Multi-Use,Home & Kitchen,129.35,2,258.7,Downtown Flagship,398,Wednesday,2024-07,False,growing
TXN002654,2024-07-31,Food Storage Set,Home & Kitchen,43.14,1,43.14,Airport Express,254,Wednesday,2024-07,False,stable
TXN002655,2024-07-31,Kitchen Scale Digital,Home & Kitchen,24.93,1,24.93,Airport Express,214,Wednesday,2024-07,False,stable
TXN002656,2024-07-31,Vitamin C Serum,Beauty,44.37,3,133.12,Downtown Flagship,366,Wednesday,2024-07,False,hot
TXN002657,2024-07-31,Vitamin C Serum,Beauty,43.38,2,86.75,Airport Express,364,Wednesday,2024-07,False,hot
TXN002658,2024-07-31,Vitamin C Serum,Beauty,45.23,2,90.46,Mall Central,362,Wednesday,2024-07,False,hot
TXN002659,2024-07-31,Vitamin C Serum,Beauty,32.92,1,32.92,Outlet Store,361,Wednesday,2024-07,False,hot
TXN002660,2024-07-31,Vitamin C Serum,Beauty,43.28,2,86.56,Downtown Flagship,359,Wednesday,2024-07,False,hot
TXN002661,2024-07-31,Vitamin C Serum,Beauty,46.05,1,46.05,Airport Express,358,Wednesday,2024-07,False,hot
TXN002662,2024-07-31,Vitamin C Serum,Beauty,42.99,1,42.99,Airport Express,357,Wednesday,2024-07,False,hot
TXN002663,2024-07-31,Hair Dryer Professional,Beauty,128.7,1,128.7,Downtown Flagship,422,Wednesday,2024-07,False,growing
TXN002664,2024-07-31,Hair Dryer Professional,Beauty,124.44,1,124.44,Suburban Plaza,421,Wednesday,2024-07,False,growing
TXN002665,2024-07-31,Hair Dryer Professional,Beauty,122.71,1,122.71,Downtown Flagship,420,Wednesday,2024-07,False,growing
TXN002666,2024-07-31,Moisturizer Daily SPF,Beauty,39.01,1,39.01,Airport Express,380,Wednesday,2024-07,False,growing
TXN002667,2024-07-31,Moisturizer Daily SPF,Beauty,38.1,1,38.1,Mall Central,379,Wednesday,2024-07,False,growing
TXN002668,2024-07-31,Moisturizer Daily SPF,Beauty,30.72,1,30.72,Outlet Store,378,Wednesday,2024-07,False,growing
TXN002669,2024-07-31,Moisturizer Daily SPF,Beauty,36.15,2,72.3,Mall Central,376,Wednesday,2024-07,False,growing
TXN002670,2024-07-31,Perfume Signature 50ml,Beauty,85.89,2,171.77,Downtown Flagship,215,Wednesday,2024-07,False,stable
TXN002671,2024-07-31,Perfume Signature 50ml,Beauty,84.12,1,84.12,Downtown Flagship,214,Wednesday,2024-07,False,stable
TXN002672,2024-07-31,Perfume Signature 50ml,Beauty,84.61,3,253.83,Mall Central,211,Wednesday,2024-07,False,stable
TXN002673,2024-07-31,Makeup Brush Set,Beauty,53.93,1,53.93,Downtown Flagship,233,Wednesday,2024-07,False,stable
TXN002674,2024-07-31,Face Mask Hydrating,Beauty,27.36,3,82.08,Downtown Flagship,370,Wednesday,2024-07,False,hot
TXN002675,2024-07-31,Face Mask Hydrating,Beauty,29.26,1,29.26,Downtown Flagship,369,Wednesday,2024-07,False,hot
TXN002676,2024-07-31,Face Mask Hydrating,Beauty,26.76,1,26.76,Airport Express,368,Wednesday,2024-07,False,hot
TXN002677,2024-07-31,Face Mask Hydrating,Beauty,29.33,2,58.67,Mall Central,366,Wednesday,2024-07,False,hot
TXN002678,2024-07-31,Curling Iron Ceramic,Beauty,74.83,2,149.66,Downtown Flagship,218,Wednesday,2024-07,False,stable
TXN002679,2024-07-31,Curling Iron Ceramic,Beauty,74.1,1,74.1,Suburban Plaza,217,Wednesday,2024-07,False,stable
TXN002680,2024-07-31,Electric Shaver,Beauty,85.48,1,85.48,Mall Central,233,Wednesday,2024-07,False,stable
TXN002681,2024-07-31,Electric Shaver,Beauty,87.54,2,175.07,Mall Central,231,Wednesday,2024-07,False,stable
TXN002682,2024-07-31,Electric Shaver,Beauty,85.5,1,85.5,Downtown Flagship,230,Wednesday,2024-07,False,stable
TXN002683,2024-07-31,Lip Balm Collection,Beauty,17.44,3,52.31,Downtown Flagship,215,Wednesday,2024-07,False,stable
TXN002684,2024-07-31,Lip Balm Collection,Beauty,17.53,3,52.6,Downtown Flagship,212,Wednesday,2024-07,False,stable
TXN002685,2024-07-31,Lip Balm Collection,Beauty,17.18,1,17.18,Downtown Flagship,211,Wednesday,2024-07,False,stable
TXN002686,2024-07-31,Yoga Mat Premium,Sports,43.17,1,43.17,Mall Central,419,Wednesday,2024-07,False,growing
TXN002687,2024-07-31,Yoga Mat Premium,Sports,46.13,5,230.66,Mall Central,414,Wednesday,2024-07,False,growing
TXN002688,2024-07-31,Dumbbell Set Adjustable,Sports,196.82,1,196.82,Mall Central,254,Wednesday,2024-07,False,stable
TXN002689,2024-07-31,Fitness Tracker Band,Sports,80.38,1,80.38,Mall Central,411,Wednesday,2024-07,False,growing
TXN002690,2024-07-31,Fitness Tracker Band,Sports,79.03,3,237.08,Mall Central,408,Wednesday,2024-07,False,growing
TXN002691,2024-07-31,Resistance Bands Set,Sports,26.67,2,53.33,Mall Central,394,Wednesday,2024-07,False,hot
TXN002692,2024-07-31,Resistance Bands Set,Sports,29.03,1,29.03,Airport Express,393,Wednesday,2024-07,False,hot
TXN002693,2024-07-31,Jump Rope Speed,Sports,18.23,1,18.23,Suburban Plaza,262,Wednesday,2024-07,False,stable
TXN002694,2024-07-31,Jump Rope Speed,Sports,13.18,1,13.18,Outlet Store,261,Wednesday,2024-07,False,stable
TXN002695,2024-07-31,Foam Roller,Sports,35.76,1,35.76,Suburban Plaza,230,Wednesday,2024-07,False,growing
TXN002696,2024-07-31,Gym Bag Duffle,Sports,55.6,5,277.99,Mall Central,234,Wednesday,2024-07,False,stable
TXN002697,2024-07-31,Gym Bag Duffle,Sports,54.71,2,109.42,Suburban Plaza,232,Wednesday,2024-07,False,stable
TXN002698,2024-07-31,Protein Shaker Bottle,Sports,15.66,2,31.32,Mall Central,235,Wednesday,2024-07,False,stable
TXN002699,2024-08-01,Wireless Earbuds Pro,Electronics,145.11,2,290.23,Suburban Plaza,290,Thursday,2024-08,False,hot
TXN002700,2024-08-01,Smart Watch Series X,Electronics,252.27,2,504.53,Outlet Store,363,Thursday,2024-08,False,growing
TXN002701,2024-08-01,Smart Watch Series X,Electronics,286.96,5,1434.81,Suburban Plaza,358,Thursday,2024-08,False,growing
TXN002702,2024-08-01,Smart Watch Series X,Electronics,293.31,2,586.61,Downtown Flagship,356,Thursday,2024-08,False,growing
TXN002703,2024-08-01,4K Webcam,Electronics,88.99,3,266.97,Airport Express,198,Thursday,2024-08,False,stable
TXN002704,2024-08-01,4K Webcam,Electronics,87.18,1,87.18,Mall Central,197,Thursday,2024-08,False,stable
TXN002705,2024-08-01,4K Webcam,Electronics,87.69,1,87.69,Downtown Flagship,196,Thursday,2024-08,False,stable
TXN002706,2024-08-01,Portable Charger 20K,Electronics,47.19,1,47.19,Suburban Plaza,358,Thursday,2024-08,False,stable
TXN002707,2024-08-01,Portable Charger 20K,Electronics,34.48,2,68.97,Outlet Store,356,Thursday,2024-08,False,stable
TXN002708,2024-08-01,Portable Charger 20K,Electronics,38.06,3,114.18,Outlet Store,353,Thursday,2024-08,False,stable
TXN002709,2024-08-01,Portable Charger 20K,Electronics,44.04,1,44.04,Mall Central,352,Thursday,2024-08,False,stable
TXN002710,2024-08-01,USB-C Hub Pro,Electronics,64.62,2,129.23,Suburban Plaza,189,Thursday,2024-08,False,growing
TXN002711,2024-08-01,USB-C Hub Pro,Electronics,63.79,2,127.58,Mall Central,187,Thursday,2024-08,False,growing
TXN002712,2024-08-01,USB-C Hub Pro,Electronics,64.68,1,64.68,Downtown Flagship,186,Thursday,2024-08,False,growing
TXN002713,2024-08-01,Noise Canceling Headphones,Electronics,237.61,5,1188.06,Airport Express,319,Thursday,2024-08,False,hot
TXN002714,2024-08-01,Noise Canceling Headphones,Electronics,203.83,1,203.83,Outlet Store,318,Thursday,2024-08,False,hot
TXN002715,2024-08-01,Tablet Stand Adjustable,Electronics,33.79,1,33.79,Suburban Plaza,206,Thursday,2024-08,False,declining
TXN002716,2024-08-01,Wireless Mouse Ergonomic,Electronics,56.95,1,56.95,Mall Central,203,Thursday,2024-08,False,stable
TXN002717,2024-08-01,Wireless Mouse Ergonomic,Electronics,55.93,3,167.79,Downtown Flagship,200,Thursday,2024-08,False,stable
TXN002718,2024-08-01,Wireless Mouse Ergonomic,Electronics,55.19,1,55.19,Mall Central,199,Thursday,2024-08,False,stable
TXN002719,2024-08-01,Wireless Mouse Ergonomic,Electronics,53.24,1,53.24,Airport Express,198,Thursday,2024-08,False,stable
TXN002720,2024-08-01,Wireless Mouse Ergonomic,Electronics,54.43,4,217.73,Downtown Flagship,194,Thursday,2024-08,False,stable
TXN002721,2024-08-01,Premium Cotton T-Shirt,Clothing,35.37,1,35.37,Downtown Flagship,368,Thursday,2024-08,False,stable
TXN002722,2024-08-01,Slim Fit Jeans,Clothing,74.66,1,74.66,Airport Express,392,Thursday,2024-08,False,stable
TXN002723,2024-08-01,Slim Fit Jeans,Clothing,72.34,3,217.02,Suburban Plaza,389,Thursday,2024-08,False,stable
TXN002724,2024-08-01,Slim Fit Jeans,Clothing,78.66,1,78.66,Downtown Flagship,388,Thursday,2024-08,False,stable
TXN002725,2024-08-01,Winter Jacket Insulated,Clothing,194.83,1,194.83,Airport Express,251,Thursday,2024-08,False,seasonal
TXN002726,2024-08-01,Winter Jacket Insulated,Clothing,183.58,4,734.33,Airport Express,247,Thursday,2024-08,False,seasonal
TXN002727,2024-08-01,Running Sneakers Pro,Clothing,132.34,1,132.34,Downtown Flagship,400,Thursday,2024-08,False,growing
TXN002728,2024-08-01,Running Sneakers Pro,Clothing,124.82,1,124.82,Mall Central,399,Thursday,2024-08,False,growing
TXN002729,2024-08-01,Formal Dress Shirt,Clothing,57.06,1,57.06,Mall Central,239,Thursday,2024-08,False,declining
TXN002730,2024-08-01,Formal Dress Shirt,Clothing,53.43,1,53.43,Mall Central,238,Thursday,2024-08,False,declining
TXN002731,2024-08-01,Formal Dress Shirt,Clothing,38.94,1,38.94,Outlet Store,237,Thursday,2024-08,False,declining
TXN002732,2024-08-01,Athletic Shorts,Clothing,39.19,4,156.75,Mall Central,216,Thursday,2024-08,False,stable
TXN002733,2024-08-01,Athletic Shorts,Clothing,39.93,3,119.78,Downtown Flagship,213,Thursday,2024-08,False,stable
TXN002734,2024-08-01,Athletic Shorts,Clothing,41.86,2,83.72,Mall Central,211,Thursday,2024-08,False,stable
TXN002735,2024-08-01,Canvas Sneakers,Clothing,45.29,1,45.29,Outlet Store,225,Thursday,2024-08,False,stable
TXN002736,2024-08-01,Canvas Sneakers,Clothing,53.34,3,160.03,Suburban Plaza,222,Thursday,2024-08,False,stable
TXN002737,2024-08-01,Air Fryer Digital 5L,Home & Kitchen,122.85,2,245.7,Downtown Flagship,367,Thursday,2024-08,False,hot
TXN002738,2024-08-01,Air Fryer Digital 5L,Home & Kitchen,121.77,2,243.55,Airport Express,365,Thursday,2024-08,False,hot
TXN002739,2024-08-01,Air Fryer Digital 5L,Home & Kitchen,124.16,3,372.49,Downtown Flagship,362,Thursday,2024-08,False,hot
TXN002740,2024-08-01,Air Fryer Digital 5L,Home & Kitchen,122.48,1,122.48,Suburban Plaza,361,Thursday,2024-08,False,hot
TXN002741,2024-08-01,Air Fryer Digital 5L,Home & Kitchen,121.65,1,121.65,Suburban Plaza,360,Thursday,2024-08,False,hot
TXN002742,2024-08-01,Coffee Maker Programmable,Home & Kitchen,70.77,3,212.3,Outlet Store,399,Thursday,2024-08,False,stable
TXN002743,2024-08-01,Coffee Maker Programmable,Home & Kitchen,84.87,1,84.87,Suburban Plaza,398,Thursday,2024-08,False,stable
TXN002744,2024-08-01,Coffee Maker Programmable,Home & Kitchen,90.75,1,90.75,Airport Express,397,Thursday,2024-08,False,stable
TXN002745,2024-08-01,Blender High-Speed,Home & Kitchen,100.78,1,100.78,Downtown Flagship,236,Thursday,2024-08,False,stable
TXN002746,2024-08-01,Instant Pot Multi-Use,Home & Kitchen,97.34,1,97.34,Outlet Store,397,Thursday,2024-08,False,growing
TXN002747,2024-08-01,Instant Pot Multi-Use,Home & Kitchen,133.12,1,133.12,Mall Central,396,Thursday,2024-08,False,growing
TXN002748,2024-08-01,Toaster 4-Slice,Home & Kitchen,57.74,1,57.74,Downtown Flagship,241,Thursday,2024-08,False,declining
